,End Date,Group,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths
8714,03/27/2021,By Total,Ohio,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,45.0
8715,03/27/2021,By Total,Ohio,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,72.0
8716,03/27/2021,By Total,Ohio,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,88.0
8717,03/27/2021,By Total,Ohio,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,117.0
8720,03/27/2021,By Total,Ohio,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,10.0
8721,03/27/2021,By Total,Ohio,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,25.0
8722,03/27/2021,By Total,Ohio,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,85.0
8723,03/27/2021,By Total,Ohio,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,231.0
8724,03/27/2021,By Total,Ohio,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,825.0
8725,03/27/2021,By Total,Ohio,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,1899.0
8726,03/27/2021,By Total,Ohio,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,2561.0
8727,03/27/2021,By Total,Ohio,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,2745.0
8730,03/27/2021,By Total,Ohio,COVID-19,COVID-19,U071,0-24,18.0
8731,03/27/2021,By Total,Ohio,COVID-19,COVID-19,U071,25-34,59.0
8732,03/27/2021,By Total,Ohio,COVID-19,COVID-19,U071,35-44,174.0
8733,03/27/2021,By Total,Ohio,COVID-19,COVID-19,U071,45-54,513.0
8734,03/27/2021,By Total,Ohio,COVID-19,COVID-19,U071,55-64,1826.0
8735,03/27/2021,By Total,Ohio,COVID-19,COVID-19,U071,65-74,4238.0
8736,03/27/2021,By Total,Ohio,COVID-19,COVID-19,U071,75-84,6336.0
8737,03/27/2021,By Total,Ohio,COVID-19,COVID-19,U071,85+,7567.0
8740,03/27/2021,By Total,Oklahoma,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,1.0
8741,03/27/2021,By Total,Oklahoma,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,20.0
8742,03/27/2021,By Total,Oklahoma,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,35.0
8743,03/27/2021,By Total,Oklahoma,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,153.0
8744,03/27/2021,By Total,Oklahoma,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,365.0
8745,03/27/2021,By Total,Oklahoma,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,715.0
8746,03/27/2021,By Total,Oklahoma,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,826.0
8747,03/27/2021,By Total,Oklahoma,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,715.0
8750,03/27/2021,By Total,Oklahoma,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0.0
8751,03/27/2021,By Total,Oklahoma,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,7.0
8752,03/27/2021,By Total,Oklahoma,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,15.0
8753,03/27/2021,By Total,Oklahoma,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,34.0
8754,03/27/2021,By Total,Oklahoma,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,130.0
8755,03/27/2021,By Total,Oklahoma,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,334.0
8756,03/27/2021,By Total,Oklahoma,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,397.0
8757,03/27/2021,By Total,Oklahoma,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,252.0
8760,03/27/2021,By Total,Oklahoma,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,8.0
8761,03/27/2021,By Total,Oklahoma,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,2.0
8762,03/27/2021,By Total,Oklahoma,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,2.0
8763,03/27/2021,By Total,Oklahoma,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,38.0
8764,03/27/2021,By Total,Oklahoma,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,86.0
8765,03/27/2021,By Total,Oklahoma,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,138.0
8766,03/27/2021,By Total,Oklahoma,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,109.0
8767,03/27/2021,By Total,Oklahoma,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,58.0
8770,03/27/2021,By Total,Oklahoma,Respiratory diseases,Respiratory failure,J96,0-24,6.0
8771,03/27/2021,By Total,Oklahoma,Respiratory diseases,Respiratory failure,J96,25-34,8.0
8772,03/27/2021,By Total,Oklahoma,Respiratory diseases,Respiratory failure,J96,35-44,22.0
8773,03/27/2021,By Total,Oklahoma,Respiratory diseases,Respiratory failure,J96,45-54,71.0
8774,03/27/2021,By Total,Oklahoma,Respiratory diseases,Respiratory failure,J96,55-64,207.0
8775,03/27/2021,By Total,Oklahoma,Respiratory diseases,Respiratory failure,J96,65-74,455.0
8776,03/27/2021,By Total,Oklahoma,Respiratory diseases,Respiratory failure,J96,75-84,541.0
8777,03/27/2021,By Total,Oklahoma,Respiratory diseases,Respiratory failure,J96,85+,546.0
8780,03/27/2021,By Total,Oklahoma,Respiratory diseases,Respiratory arrest,R09.2,0-24,0.0
8781,03/27/2021,By Total,Oklahoma,Respiratory diseases,Respiratory arrest,R09.2,25-34,0.0
8782,03/27/2021,By Total,Oklahoma,Respiratory diseases,Respiratory arrest,R09.2,35-44,4.0
8783,03/27/2021,By Total,Oklahoma,Respiratory diseases,Respiratory arrest,R09.2,45-54,2.0
8784,03/27/2021,By Total,Oklahoma,Respiratory diseases,Respiratory arrest,R09.2,55-64,5.0
8785,03/27/2021,By Total,Oklahoma,Respiratory diseases,Respiratory arrest,R09.2,65-74,21.0
8786,03/27/2021,By Total,Oklahoma,Respiratory diseases,Respiratory arrest,R09.2,75-84,38.0
8787,03/27/2021,By Total,Oklahoma,Respiratory diseases,Respiratory arrest,R09.2,85+,53.0
8790,03/27/2021,By Total,Oklahoma,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,8.0
8791,03/27/2021,By Total,Oklahoma,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,8.0
8792,03/27/2021,By Total,Oklahoma,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,4.0
8793,03/27/2021,By Total,Oklahoma,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,34.0
8794,03/27/2021,By Total,Oklahoma,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,83.0
8795,03/27/2021,By Total,Oklahoma,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,120.0
8796,03/27/2021,By Total,Oklahoma,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,130.0
8797,03/27/2021,By Total,Oklahoma,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,76.0
8800,03/27/2021,By Total,Oklahoma,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0.0
8801,03/27/2021,By Total,Oklahoma,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,10.0
8802,03/27/2021,By Total,Oklahoma,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,32.0
8803,03/27/2021,By Total,Oklahoma,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,120.0
8804,03/27/2021,By Total,Oklahoma,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,368.0
8805,03/27/2021,By Total,Oklahoma,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,840.0
8806,03/27/2021,By Total,Oklahoma,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,925.0
8807,03/27/2021,By Total,Oklahoma,Circulatory diseases,Hypertensive diseases,I10-I15,85+,770.0
8810,03/27/2021,By Total,Oklahoma,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0.0
8811,03/27/2021,By Total,Oklahoma,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,4.0
8812,03/27/2021,By Total,Oklahoma,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,4.0
8813,03/27/2021,By Total,Oklahoma,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,32.0
8814,03/27/2021,By Total,Oklahoma,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,104.0
8815,03/27/2021,By Total,Oklahoma,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,256.0
8816,03/27/2021,By Total,Oklahoma,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,341.0
8817,03/27/2021,By Total,Oklahoma,Circulatory diseases,Ischemic heart disease,I20-I25,85+,329.0
8820,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cardiac arrest,I46,0-24,2.0
8821,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cardiac arrest,I46,25-34,4.0
8822,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cardiac arrest,I46,35-44,8.0
8823,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cardiac arrest,I46,45-54,25.0
8824,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cardiac arrest,I46,55-64,50.0
8825,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cardiac arrest,I46,65-74,104.0
8826,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cardiac arrest,I46,75-84,132.0
8827,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cardiac arrest,I46,85+,141.0
8830,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0.0
8831,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0.0
8832,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,6.0
8833,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,12.0
8834,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,54.0
8835,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,164.0
8836,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,238.0
8837,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,237.0
8840,03/27/2021,By Total,Oklahoma,Circulatory diseases,Heart failure,I50,0-24,0.0
8841,03/27/2021,By Total,Oklahoma,Circulatory diseases,Heart failure,I50,25-34,1.0
8842,03/27/2021,By Total,Oklahoma,Circulatory diseases,Heart failure,I50,35-44,4.0
8843,03/27/2021,By Total,Oklahoma,Circulatory diseases,Heart failure,I50,45-54,25.0
8844,03/27/2021,By Total,Oklahoma,Circulatory diseases,Heart failure,I50,55-64,75.0
8845,03/27/2021,By Total,Oklahoma,Circulatory diseases,Heart failure,I50,65-74,174.0
8846,03/27/2021,By Total,Oklahoma,Circulatory diseases,Heart failure,I50,75-84,229.0
8847,03/27/2021,By Total,Oklahoma,Circulatory diseases,Heart failure,I50,85+,279.0
8850,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0.0
8851,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,8.0
8852,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,7.0
8853,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,16.0
8854,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,52.0
8855,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,131.0
8856,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,153.0
8857,03/27/2021,By Total,Oklahoma,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,144.0
8860,03/27/2021,By Total,Oklahoma,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,1.0
8861,03/27/2021,By Total,Oklahoma,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,8.0
8862,03/27/2021,By Total,Oklahoma,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,17.0
8863,03/27/2021,By Total,Oklahoma,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,24.0
8864,03/27/2021,By Total,Oklahoma,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,73.0
8865,03/27/2021,By Total,Oklahoma,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,121.0
8866,03/27/2021,By Total,Oklahoma,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,123.0
8867,03/27/2021,By Total,Oklahoma,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,113.0
8870,03/27/2021,By Total,Oklahoma,Sepsis,Sepsis,A40-A41,0-24,3.0
8871,03/27/2021,By Total,Oklahoma,Sepsis,Sepsis,A40-A41,25-34,5.0
8872,03/27/2021,By Total,Oklahoma,Sepsis,Sepsis,A40-A41,35-44,7.0
8873,03/27/2021,By Total,Oklahoma,Sepsis,Sepsis,A40-A41,45-54,53.0
8874,03/27/2021,By Total,Oklahoma,Sepsis,Sepsis,A40-A41,55-64,155.0
8875,03/27/2021,By Total,Oklahoma,Sepsis,Sepsis,A40-A41,65-74,265.0
8876,03/27/2021,By Total,Oklahoma,Sepsis,Sepsis,A40-A41,75-84,238.0
8877,03/27/2021,By Total,Oklahoma,Sepsis,Sepsis,A40-A41,85+,164.0
8880,03/27/2021,By Total,Oklahoma,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0.0
8881,03/27/2021,By Total,Oklahoma,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,8.0
8882,03/27/2021,By Total,Oklahoma,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,10.0
8883,03/27/2021,By Total,Oklahoma,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,17.0
8884,03/27/2021,By Total,Oklahoma,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,59.0
8885,03/27/2021,By Total,Oklahoma,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,138.0
8886,03/27/2021,By Total,Oklahoma,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,146.0
8887,03/27/2021,By Total,Oklahoma,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,93.0
8890,03/27/2021,By Total,Oklahoma,Diabetes,Diabetes,E10-E14,0-24,4.0
8891,03/27/2021,By Total,Oklahoma,Diabetes,Diabetes,E10-E14,25-34,6.0
8892,03/27/2021,By Total,Oklahoma,Diabetes,Diabetes,E10-E14,35-44,32.0
8893,03/27/2021,By Total,Oklahoma,Diabetes,Diabetes,E10-E14,45-54,146.0
8894,03/27/2021,By Total,Oklahoma,Diabetes,Diabetes,E10-E14,55-64,324.0
8895,03/27/2021,By Total,Oklahoma,Diabetes,Diabetes,E10-E14,65-74,659.0
8896,03/27/2021,By Total,Oklahoma,Diabetes,Diabetes,E10-E14,75-84,565.0
8897,03/27/2021,By Total,Oklahoma,Diabetes,Diabetes,E10-E14,85+,283.0
8900,03/27/2021,By Total,Oklahoma,Obesity,Obesity,E65-E68,0-24,8.0
8901,03/27/2021,By Total,Oklahoma,Obesity,Obesity,E65-E68,25-34,18.0
8902,03/27/2021,By Total,Oklahoma,Obesity,Obesity,E65-E68,35-44,36.0
8903,03/27/2021,By Total,Oklahoma,Obesity,Obesity,E65-E68,45-54,90.0
8904,03/27/2021,By Total,Oklahoma,Obesity,Obesity,E65-E68,55-64,147.0
8905,03/27/2021,By Total,Oklahoma,Obesity,Obesity,E65-E68,65-74,191.0
8906,03/27/2021,By Total,Oklahoma,Obesity,Obesity,E65-E68,75-84,95.0
8907,03/27/2021,By Total,Oklahoma,Obesity,Obesity,E65-E68,85+,21.0
8910,03/27/2021,By Total,Oklahoma,Alzheimer disease,Alzheimer disease,G30,0-24,0.0
8911,03/27/2021,By Total,Oklahoma,Alzheimer disease,Alzheimer disease,G30,25-34,0.0
8912,03/27/2021,By Total,Oklahoma,Alzheimer disease,Alzheimer disease,G30,35-44,0.0
8913,03/27/2021,By Total,Oklahoma,Alzheimer disease,Alzheimer disease,G30,45-54,3.0
8914,03/27/2021,By Total,Oklahoma,Alzheimer disease,Alzheimer disease,G30,55-64,8.0
8915,03/27/2021,By Total,Oklahoma,Alzheimer disease,Alzheimer disease,G30,65-74,43.0
8916,03/27/2021,By Total,Oklahoma,Alzheimer disease,Alzheimer disease,G30,75-84,137.0
8917,03/27/2021,By Total,Oklahoma,Alzheimer disease,Alzheimer disease,G30,85+,224.0
8920,03/27/2021,By Total,Oklahoma,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0.0
8921,03/27/2021,By Total,Oklahoma,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0.0
8922,03/27/2021,By Total,Oklahoma,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0.0
8923,03/27/2021,By Total,Oklahoma,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,6.0
8924,03/27/2021,By Total,Oklahoma,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,16.0
8925,03/27/2021,By Total,Oklahoma,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,116.0
8926,03/27/2021,By Total,Oklahoma,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,278.0
8927,03/27/2021,By Total,Oklahoma,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,474.0
8930,03/27/2021,By Total,Oklahoma,Renal failure,Renal failure,N17-N19,0-24,1.0
8931,03/27/2021,By Total,Oklahoma,Renal failure,Renal failure,N17-N19,25-34,5.0
8932,03/27/2021,By Total,Oklahoma,Renal failure,Renal failure,N17-N19,35-44,10.0
8933,03/27/2021,By Total,Oklahoma,Renal failure,Renal failure,N17-N19,45-54,39.0
8934,03/27/2021,By Total,Oklahoma,Renal failure,Renal failure,N17-N19,55-64,98.0
8935,03/27/2021,By Total,Oklahoma,Renal failure,Renal failure,N17-N19,65-74,189.0
8936,03/27/2021,By Total,Oklahoma,Renal failure,Renal failure,N17-N19,75-84,236.0
8937,03/27/2021,By Total,Oklahoma,Renal failure,Renal failure,N17-N19,85+,220.0
8940,03/27/2021,By Total,Oklahoma,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0.0
8941,03/27/2021,By Total,Oklahoma,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,6.0
8942,03/27/2021,By Total,Oklahoma,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,4.0
8943,03/27/2021,By Total,Oklahoma,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,15.0
8944,03/27/2021,By Total,Oklahoma,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,19.0
8945,03/27/2021,By Total,Oklahoma,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,44.0
8946,03/27/2021,By Total,Oklahoma,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,51.0
8947,03/27/2021,By Total,Oklahoma,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,61.0
8950,03/27/2021,By Total,Oklahoma,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,3.0
8951,03/27/2021,By Total,Oklahoma,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,22.0
8952,03/27/2021,By Total,Oklahoma,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,50.0
8953,03/27/2021,By Total,Oklahoma,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,173.0
8954,03/27/2021,By Total,Oklahoma,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,415.0
8955,03/27/2021,By Total,Oklahoma,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,851.0
8956,03/27/2021,By Total,Oklahoma,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,990.0
8957,03/27/2021,By Total,Oklahoma,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,894.0
8960,03/27/2021,By Total,Oklahoma,COVID-19,COVID-19,U071,0-24,11.0
8961,03/27/2021,By Total,Oklahoma,COVID-19,COVID-19,U071,25-34,47.0
8962,03/27/2021,By Total,Oklahoma,COVID-19,COVID-19,U071,35-44,119.0
8963,03/27/2021,By Total,Oklahoma,COVID-19,COVID-19,U071,45-54,364.0
8964,03/27/2021,By Total,Oklahoma,COVID-19,COVID-19,U071,55-64,960.0
8965,03/27/2021,By Total,Oklahoma,COVID-19,COVID-19,U071,65-74,1899.0
8966,03/27/2021,By Total,Oklahoma,COVID-19,COVID-19,U071,75-84,2246.0
8967,03/27/2021,By Total,Oklahoma,COVID-19,COVID-19,U071,85+,2183.0
8970,03/27/2021,By Total,Oregon,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,8.0
